"COVID-19_Season";"Week_ID";"Current_Season_Week_Ending_Label";"MMWR_Week_Order";"MMWR_Year";"MMWR_Week";"MMWR_Day";"Setting";"Doses";"Cumulative_Doses";"Location_and_Flu_Season_Order";"Current_Through";"Age_Group"
"2024-2025";"2025 May 03 12:00:00 AM";"2026 May 02 12:00:00 AM";"37";"2025";"18";"6";"Pharmacy";"67,958";"7,663,339";"29";"2026 Jan 17 12:00:00 AM";"75+"
"2024-2025";"2025 May 03 12:00:00 AM";"2026 May 02 12:00:00 AM";"37";"2025";"18";"6";"Pharmacy";"22,785";"11,980,605";"29";"2026 Jan 17 12:00:00 AM";"18-64"
"2024-2025";"2025 Apr 26 12:00:00 AM";"2026 Apr 25 12:00:00 AM";"36";"2025";"17";"6";"Pharmacy";"153,693";"27,895,446";"29";"2026 Jan 17 12:00:00 AM";"18+"
"2024-2025";"2025 May 03 12:00:00 AM";"2026 May 02 12:00:00 AM";"37";"2025";"18";"6";"Pharmacy";"127,616";"16,065,243";"29";"2026 Jan 17 12:00:00 AM";"65+"
"2024-2025";"2025 Apr 26 12:00:00 AM";"2026 Apr 25 12:00:00 AM";"36";"2025";"17";"6";"Pharmacy";"11,225";"6,129,656";"29";"2026 Jan 17 12:00:00 AM";"18-49"
"2024-2025";"2025 Apr 26 12:00:00 AM";"2026 Apr 25 12:00:00 AM";"36";"2025";"17";"6";"Pharmacy";"21,651";"11,957,820";"29";"2026 Jan 17 12:00:00 AM";"18-64"
"2024-2025";"2025 May 03 12:00:00 AM";"2026 May 02 12:00:00 AM";"37";"2025";"18";"6";"Pharmacy";"64,929";"11,060,610";"29";"2026 Jan 17 12:00:00 AM";"60-74"
"2024-2025";"2025 Apr 26 12:00:00 AM";"2026 Apr 25 12:00:00 AM";"36";"2025";"17";"6";"Pharmacy";"71,008";"7,595,381";"29";"2026 Jan 17 12:00:00 AM";"75+"
"2024-2025";"2025 Apr 26 12:00:00 AM";"2026 Apr 25 12:00:00 AM";"36";"2025";"17";"6";"Pharmacy";"10,426";"5,828,162";"29";"2026 Jan 17 12:00:00 AM";"50-64"
"2024-2025";"2025 May 03 12:00:00 AM";"2026 May 02 12:00:00 AM";"37";"2025";"18";"6";"Pharmacy";"150,402";"28,045,848";"29";"2026 Jan 17 12:00:00 AM";"18+"
"2024-2025";"2025 Apr 26 12:00:00 AM";"2026 Apr 25 12:00:00 AM";"36";"2025";"17";"6";"Pharmacy";"132,042";"15,937,627";"29";"2026 Jan 17 12:00:00 AM";"65+"
"2024-2025";"2025 May 03 12:00:00 AM";"2026 May 02 12:00:00 AM";"37";"2025";"18";"6";"Pharmacy";"12,010";"6,141,666";"29";"2026 Jan 17 12:00:00 AM";"18-49"
"2024-2025";"2025 May 03 12:00:00 AM";"2026 May 02 12:00:00 AM";"37";"2025";"18";"6";"Combined";"70,668";"12,090,971";"19";"2026 Jan 17 12:00:00 AM";"60-74"
"2024-2025";"2025 Apr 26 12:00:00 AM";"2026 Apr 25 12:00:00 AM";"36";"2025";"17";"6";"Combined";"16,963";"7,160,222";"19";"2026 Jan 17 12:00:00 AM";"18-49"
"2024-2025";"2025 May 03 12:00:00 AM";"2026 May 02 12:00:00 AM";"37";"2025";"18";"6";"Combined";"13,215";"6,641,329";"19";"2026 Jan 17 12:00:00 AM";"50-64"
"2024-2025";"2025 May 03 12:00:00 AM";"2026 May 02 12:00:00 AM";"37";"2025";"18";"6";"Combined";"77,082";"8,420,860";"19";"2026 Jan 17 12:00:00 AM";"75+"
"2024-2025";"2025 Apr 26 12:00:00 AM";"2026 Apr 25 12:00:00 AM";"36";"2025";"17";"6";"Combined";"29,814";"13,788,342";"19";"2026 Jan 17 12:00:00 AM";"18-64"
"2024-2025";"2025 Apr 26 12:00:00 AM";"2026 Apr 25 12:00:00 AM";"36";"2025";"17";"6";"Combined";"176,419";"31,160,338";"19";"2026 Jan 17 12:00:00 AM";"18+"
"2024-2025";"2025 Apr 26 12:00:00 AM";"2026 Apr 25 12:00:00 AM";"36";"2025";"17";"6";"Combined";"146,605";"17,371,999";"19";"2026 Jan 17 12:00:00 AM";"65+"
"2024-2025";"2025 Apr 26 12:00:00 AM";"2026 Apr 25 12:00:00 AM";"36";"2025";"17";"6";"Combined";"80,348";"8,343,778";"19";"2026 Jan 17 12:00:00 AM";"75+"
"2024-2025";"2025 May 03 12:00:00 AM";"2026 May 02 12:00:00 AM";"37";"2025";"18";"6";"Combined";"171,416";"31,331,754";"19";"2026 Jan 17 12:00:00 AM";"18+"
"2024-2025";"2025 May 03 12:00:00 AM";"2026 May 02 12:00:00 AM";"37";"2025";"18";"6";"Combined";"16,751";"7,176,973";"19";"2026 Jan 17 12:00:00 AM";"18-49"
"2024-2025";"2025 Apr 26 12:00:00 AM";"2026 Apr 25 12:00:00 AM";"36";"2025";"17";"6";"Combined";"12,851";"6,628,114";"19";"2026 Jan 17 12:00:00 AM";"50-64"
"2024-2025";"2025 Apr 26 12:00:00 AM";"2026 Apr 25 12:00:00 AM";"36";"2025";"17";"6";"Combined";"72,220";"12,020,303";"19";"2026 Jan 17 12:00:00 AM";"60-74"
"2024-2025";"2025 May 03 12:00:00 AM";"2026 May 02 12:00:00 AM";"37";"2025";"18";"6";"Combined";"29,966";"13,818,308";"19";"2026 Jan 17 12:00:00 AM";"18-64"
"2024-2025";"2025 May 03 12:00:00 AM";"2026 May 02 12:00:00 AM";"37";"2025";"18";"6";"Combined";"141,449";"17,513,448";"19";"2026 Jan 17 12:00:00 AM";"65+"
"2024-2025";"2025 May 24 12:00:00 AM";"2026 May 23 12:00:00 AM";"40";"2025";"21";"6";"Combined";"31,262";"13,902,020";"19";"2026 Jan 17 12:00:00 AM";"18-64"
"2024-2025";"2025 Jun 07 12:00:00 AM";"2026 Jun 06 12:00:00 AM";"42";"2025";"23";"7";"Physician Medical Office";"17,203";"3,362,924";"39";"2026 Jan 17 12:00:00 AM";"18+"
"2024-2025";"2025 Jun 07 12:00:00 AM";"2026 Jun 06 12:00:00 AM";"42";"2025";"23";"7";"Physician Medical Office";"11,098";"1,496,725";"39";"2026 Jan 17 12:00:00 AM";"65+"
"2024-2025";"2025 Jun 07 12:00:00 AM";"2026 Jun 06 12:00:00 AM";"42";"2025";"23";"7";"Physician Medical Office";"6,105";"1,866,201";"39";"2026 Jan 17 12:00:00 AM";"18-64"
"2024-2025";"2025 Jun 07 12:00:00 AM";"2026 Jun 06 12:00:00 AM";"42";"2025";"23";"7";"Physician Medical Office";"2,097";"812,461";"39";"2026 Jan 17 12:00:00 AM";"50-64"
"2024-2025";"2025 Jun 07 12:00:00 AM";"2026 Jun 06 12:00:00 AM";"42";"2025";"23";"7";"Physician Medical Office";"5,920";"784,592";"39";"2026 Jan 17 12:00:00 AM";"75+"
"2024-2025";"2025 Jun 07 12:00:00 AM";"2026 Jun 06 12:00:00 AM";"42";"2025";"23";"7";"Physician Medical Office";"6,156";"1,056,069";"39";"2026 Jan 17 12:00:00 AM";"60-74"
"2024-2025";"2025 Jun 07 12:00:00 AM";"2026 Jun 06 12:00:00 AM";"42";"2025";"23";"7";"Physician Medical Office";"4,008";"1,053,736";"39";"2026 Jan 17 12:00:00 AM";"18-49"
"2024-2025";"2025 Jun 28 12:00:00 AM";"2026 Jun 27 12:00:00 AM";"45";"2025";"26";"7";"Physician Medical Office";"1,675";"817,576";"39";"2026 Jan 17 12:00:00 AM";"50-64"
"2024-2025";"2025 Jun 28 12:00:00 AM";"2026 Jun 27 12:00:00 AM";"45";"2025";"26";"7";"Physician Medical Office";"4,331";"1,070,093";"39";"2026 Jan 17 12:00:00 AM";"60-74"
"2024-2025";"2025 Jun 28 12:00:00 AM";"2026 Jun 27 12:00:00 AM";"45";"2025";"26";"7";"Physician Medical Office";"3,792";"797,845";"39";"2026 Jan 17 12:00:00 AM";"75+"
"2024-2025";"2025 Jun 28 12:00:00 AM";"2026 Jun 27 12:00:00 AM";"45";"2025";"26";"7";"Physician Medical Office";"2,965";"1,064,036";"39";"2026 Jan 17 12:00:00 AM";"18-49"
"2024-2025";"2025 Jun 28 12:00:00 AM";"2026 Jun 27 12:00:00 AM";"45";"2025";"26";"7";"Physician Medical Office";"7,469";"1,522,024";"39";"2026 Jan 17 12:00:00 AM";"65+"
"2024-2025";"2025 Jun 28 12:00:00 AM";"2026 Jun 27 12:00:00 AM";"45";"2025";"26";"7";"Physician Medical Office";"4,640";"1,881,616";"39";"2026 Jan 17 12:00:00 AM";"18-64"
"2024-2025";"2025 Jun 28 12:00:00 AM";"2026 Jun 27 12:00:00 AM";"45";"2025";"26";"7";"Physician Medical Office";"12,108";"3,403,637";"39";"2026 Jan 17 12:00:00 AM";"18+"
"2024-2025";"2025 Jul 26 12:00:00 AM";"2026 Jul 25 12:00:00 AM";"49";"2025";"30";"7";"Physician Medical Office";"3,762";"1,539,095";"39";"2026 Jan 17 12:00:00 AM";"65+"
"2024-2025";"2025 Jul 26 12:00:00 AM";"2026 Jul 25 12:00:00 AM";"49";"2025";"30";"7";"Physician Medical Office";"930";"821,402";"39";"2026 Jan 17 12:00:00 AM";"50-64"
"2024-2025";"2025 Jul 26 12:00:00 AM";"2026 Jul 25 12:00:00 AM";"49";"2025";"30";"7";"Physician Medical Office";"2,024";"806,995";"39";"2026 Jan 17 12:00:00 AM";"75+"
"2024-2025";"2025 Jul 26 12:00:00 AM";"2026 Jul 25 12:00:00 AM";"49";"2025";"30";"7";"Physician Medical Office";"3,027";"1,893,943";"39";"2026 Jan 17 12:00:00 AM";"18-64"
"2025-2026";"2025 Sep 13 12:00:00 AM";"2025 Sep 13 12:00:00 AM";"3";"2025";"37";"7";"Physician Medical Office";"45,913";"57,355";"310";"2026 Jan 17 12:00:00 AM";"18+"
"2025-2026";"2025 Sep 13 12:00:00 AM";"2025 Sep 13 12:00:00 AM";"3";"2025";"37";"6";"Pharmacy";"1,032,372";"1,355,617";"210";"2026 Jan 17 12:00:00 AM";"65+"
"2025-2026";"2025 Sep 13 12:00:00 AM";"2025 Sep 13 12:00:00 AM";"3";"2025";"37";"6";"Pharmacy";"1,547,269";"2,027,379";"210";"2026 Jan 17 12:00:00 AM";"18+"
"2025-2026";"2025 Sep 13 12:00:00 AM";"2025 Sep 13 12:00:00 AM";"3";"2025";"37";"6";"Pharmacy";"514,897";"671,762";"210";"2026 Jan 17 12:00:00 AM";"18-64"
"2025-2026";"2025 Sep 13 12:00:00 AM";"2025 Sep 13 12:00:00 AM";"3";"2025";"37";"6";"Pharmacy";"508,658";"661,291";"210";"2026 Jan 17 12:00:00 AM";"75+"
"2025-2026";"2025 Sep 13 12:00:00 AM";"2025 Sep 13 12:00:00 AM";"3";"2025";"37";"6";"Pharmacy";"263,645";"345,332";"210";"2026 Jan 17 12:00:00 AM";"50-64"
"2025-2026";"2025 Sep 13 12:00:00 AM";"2025 Sep 13 12:00:00 AM";"3";"2025";"37";"6";"Pharmacy";"648,125";"857,336";"210";"2026 Jan 17 12:00:00 AM";"60-74"
"2025-2026";"2025 Oct 18 12:00:00 AM";"2025 Oct 18 12:00:00 AM";"8";"2025";"42";"7";"Physician Medical Office";"163,856";"864,639";"310";"2026 Jan 17 12:00:00 AM";"18+"
"2025-2026";"2025 Oct 04 12:00:00 AM";"2025 Oct 04 12:00:00 AM";"6";"2025";"40";"7";"Physician Medical Office";"58,825";"195,505";"310";"2026 Jan 17 12:00:00 AM";"60-74"
"2025-2026";"2025 Sep 27 12:00:00 AM";"2025 Sep 27 12:00:00 AM";"5";"2025";"39";"7";"Physician Medical Office";"45,808";"104,497";"310";"2026 Jan 17 12:00:00 AM";"75+"
"2024-2025";"2025 May 17 12:00:00 AM";"2026 May 16 12:00:00 AM";"39";"2025";"20";"7";"Physician Medical Office";"5,786";"769,286";"39";"2026 Jan 17 12:00:00 AM";"75+"
"2024-2025";"2025 May 17 12:00:00 AM";"2026 May 16 12:00:00 AM";"39";"2025";"20";"6";"Pharmacy";"45,527";"11,164,515";"29";"2026 Jan 17 12:00:00 AM";"60-74"
"2024-2025";"2025 May 17 12:00:00 AM";"2026 May 16 12:00:00 AM";"39";"2025";"20";"6";"Pharmacy";"8,232";"5,857,265";"29";"2026 Jan 17 12:00:00 AM";"50-64"
"2024-2025";"2025 May 17 12:00:00 AM";"2026 May 16 12:00:00 AM";"39";"2025";"20";"6";"Pharmacy";"47,719";"7,771,030";"29";"2026 Jan 17 12:00:00 AM";"75+"
"2024-2025";"2025 May 17 12:00:00 AM";"2026 May 16 12:00:00 AM";"39";"2025";"20";"6";"Pharmacy";"108,385";"28,289,134";"29";"2026 Jan 17 12:00:00 AM";"18+"
"2024-2025";"2025 May 17 12:00:00 AM";"2026 May 16 12:00:00 AM";"39";"2025";"20";"6";"Pharmacy";"10,847";"6,163,950";"29";"2026 Jan 17 12:00:00 AM";"18-49"
"2024-2025";"2025 May 17 12:00:00 AM";"2026 May 16 12:00:00 AM";"39";"2025";"20";"6";"Pharmacy";"89,307";"16,267,918";"29";"2026 Jan 17 12:00:00 AM";"65+"
"2024-2025";"2025 May 17 12:00:00 AM";"2026 May 16 12:00:00 AM";"39";"2025";"20";"6";"Pharmacy";"19,078";"12,021,216";"29";"2026 Jan 17 12:00:00 AM";"18-64"
"2024-2025";"2025 May 17 12:00:00 AM";"2026 May 16 12:00:00 AM";"39";"2025";"20";"6";"Combined";"123,904";"31,607,560";"19";"2026 Jan 17 12:00:00 AM";"18+"
"2024-2025";"2025 May 17 12:00:00 AM";"2026 May 16 12:00:00 AM";"39";"2025";"20";"6";"Combined";"14,554";"7,206,904";"19";"2026 Jan 17 12:00:00 AM";"18-49"
"2024-2025";"2025 May 17 12:00:00 AM";"2026 May 16 12:00:00 AM";"39";"2025";"20";"6";"Combined";"99,326";"17,736,804";"19";"2026 Jan 17 12:00:00 AM";"65+"
"2024-2025";"2025 May 17 12:00:00 AM";"2026 May 16 12:00:00 AM";"39";"2025";"20";"6";"Combined";"24,578";"13,870,758";"19";"2026 Jan 17 12:00:00 AM";"18-64"
"2024-2025";"2025 May 17 12:00:00 AM";"2026 May 16 12:00:00 AM";"39";"2025";"20";"6";"Combined";"50,486";"12,205,442";"19";"2026 Jan 17 12:00:00 AM";"60-74"
"2024-2025";"2025 May 17 12:00:00 AM";"2026 May 16 12:00:00 AM";"39";"2025";"20";"6";"Combined";"10,025";"6,663,849";"19";"2026 Jan 17 12:00:00 AM";"50-64"
"2024-2025";"2025 May 17 12:00:00 AM";"2026 May 16 12:00:00 AM";"39";"2025";"20";"6";"Combined";"53,505";"8,540,316";"19";"2026 Jan 17 12:00:00 AM";"75+"
"2024-2025";"2025 May 31 12:00:00 AM";"2026 May 30 12:00:00 AM";"41";"2025";"22";"7";"Physician Medical Office";"3,915";"1,049,913";"39";"2026 Jan 17 12:00:00 AM";"60-74"
"2024-2025";"2025 May 31 12:00:00 AM";"2026 May 30 12:00:00 AM";"41";"2025";"22";"7";"Physician Medical Office";"2,958";"1,049,728";"39";"2026 Jan 17 12:00:00 AM";"18-49"
"2024-2025";"2025 May 31 12:00:00 AM";"2026 May 30 12:00:00 AM";"41";"2025";"22";"7";"Physician Medical Office";"4,716";"1,860,096";"39";"2026 Jan 17 12:00:00 AM";"18-64"
"2024-2025";"2025 May 31 12:00:00 AM";"2026 May 30 12:00:00 AM";"41";"2025";"22";"7";"Physician Medical Office";"11,851";"3,345,721";"39";"2026 Jan 17 12:00:00 AM";"18+"
"2024-2025";"2025 May 31 12:00:00 AM";"2026 May 30 12:00:00 AM";"41";"2025";"22";"7";"Physician Medical Office";"7,135";"1,485,627";"39";"2026 Jan 17 12:00:00 AM";"65+"
"2024-2025";"2025 May 31 12:00:00 AM";"2026 May 30 12:00:00 AM";"41";"2025";"22";"7";"Physician Medical Office";"1,758";"810,364";"39";"2026 Jan 17 12:00:00 AM";"50-64"
"2024-2025";"2025 May 31 12:00:00 AM";"2026 May 30 12:00:00 AM";"41";"2025";"22";"7";"Physician Medical Office";"4,051";"778,672";"39";"2026 Jan 17 12:00:00 AM";"75+"
"2024-2025";"2025 Jun 21 12:00:00 AM";"2026 Jun 20 12:00:00 AM";"44";"2025";"25";"7";"Physician Medical Office";"4,392";"1,065,762";"39";"2026 Jan 17 12:00:00 AM";"60-74"
"2024-2025";"2025 Jun 21 12:00:00 AM";"2026 Jun 20 12:00:00 AM";"44";"2025";"25";"7";"Physician Medical Office";"1,499";"815,901";"39";"2026 Jan 17 12:00:00 AM";"50-64"
"2024-2025";"2025 Jun 21 12:00:00 AM";"2026 Jun 20 12:00:00 AM";"44";"2025";"25";"7";"Physician Medical Office";"4,247";"794,053";"39";"2026 Jan 17 12:00:00 AM";"75+"
"2024-2025";"2025 Jun 21 12:00:00 AM";"2026 Jun 20 12:00:00 AM";"44";"2025";"25";"7";"Physician Medical Office";"12,932";"3,391,529";"39";"2026 Jan 17 12:00:00 AM";"18+"
"2024-2025";"2025 Jun 21 12:00:00 AM";"2026 Jun 20 12:00:00 AM";"44";"2025";"25";"7";"Physician Medical Office";"3,373";"1,061,071";"39";"2026 Jan 17 12:00:00 AM";"18-49"
"2024-2025";"2025 Jun 21 12:00:00 AM";"2026 Jun 20 12:00:00 AM";"44";"2025";"25";"7";"Physician Medical Office";"8,060";"1,514,555";"39";"2026 Jan 17 12:00:00 AM";"65+"
"2024-2025";"2025 Jun 21 12:00:00 AM";"2026 Jun 20 12:00:00 AM";"44";"2025";"25";"7";"Physician Medical Office";"4,872";"1,876,976";"39";"2026 Jan 17 12:00:00 AM";"18-64"
"2024-2025";"2025 Jun 21 12:00:00 AM";"2026 Jun 20 12:00:00 AM";"44";"2025";"25";"6";"Pharmacy";"13,054";"6,236,342";"29";"2026 Jan 17 12:00:00 AM";"18-49"
"2024-2025";"2025 Jun 21 12:00:00 AM";"2026 Jun 20 12:00:00 AM";"44";"2025";"25";"6";"Pharmacy";"100,796";"28,911,558";"29";"2026 Jan 17 12:00:00 AM";"18+"
"2024-2025";"2025 Jun 21 12:00:00 AM";"2026 Jun 20 12:00:00 AM";"44";"2025";"25";"6";"Pharmacy";"77,874";"16,760,919";"29";"2026 Jan 17 12:00:00 AM";"65+"
"2024-2025";"2025 Jun 21 12:00:00 AM";"2026 Jun 20 12:00:00 AM";"44";"2025";"25";"6";"Pharmacy";"22,923";"12,150,639";"29";"2026 Jan 17 12:00:00 AM";"18-64"
"2024-2025";"2025 Jun 21 12:00:00 AM";"2026 Jun 20 12:00:00 AM";"44";"2025";"25";"6";"Pharmacy";"44,196";"11,436,722";"29";"2026 Jan 17 12:00:00 AM";"60-74"
"2024-2025";"2025 Jun 21 12:00:00 AM";"2026 Jun 20 12:00:00 AM";"44";"2025";"25";"6";"Pharmacy";"9,868";"5,914,295";"29";"2026 Jan 17 12:00:00 AM";"50-64"
"2024-2025";"2025 Jun 21 12:00:00 AM";"2026 Jun 20 12:00:00 AM";"44";"2025";"25";"6";"Pharmacy";"38,146";"8,017,784";"29";"2026 Jan 17 12:00:00 AM";"75+"
"2024-2025";"2025 Jul 05 12:00:00 AM";"2026 Jul 04 12:00:00 AM";"46";"2025";"27";"7";"Physician Medical Office";"1,852";"799,697";"39";"2026 Jan 17 12:00:00 AM";"75+"
"2024-2025";"2025 Jul 05 12:00:00 AM";"2026 Jul 04 12:00:00 AM";"46";"2025";"27";"7";"Physician Medical Office";"2,277";"1,883,893";"39";"2026 Jan 17 12:00:00 AM";"18-64"
"2024-2025";"2025 Jul 05 12:00:00 AM";"2026 Jul 04 12:00:00 AM";"46";"2025";"27";"7";"Physician Medical Office";"1,922";"1,072,015";"39";"2026 Jan 17 12:00:00 AM";"60-74"
"2024-2025";"2025 Jul 05 12:00:00 AM";"2026 Jul 04 12:00:00 AM";"46";"2025";"27";"7";"Physician Medical Office";"736";"818,312";"39";"2026 Jan 17 12:00:00 AM";"50-64"
"2024-2025";"2025 Jul 05 12:00:00 AM";"2026 Jul 04 12:00:00 AM";"46";"2025";"27";"7";"Physician Medical Office";"1,540";"1,065,576";"39";"2026 Jan 17 12:00:00 AM";"18-49"
"2024-2025";"2025 Jul 05 12:00:00 AM";"2026 Jul 04 12:00:00 AM";"46";"2025";"27";"7";"Physician Medical Office";"3,541";"1,525,565";"39";"2026 Jan 17 12:00:00 AM";"65+"
"2024-2025";"2025 Jul 05 12:00:00 AM";"2026 Jul 04 12:00:00 AM";"46";"2025";"27";"7";"Physician Medical Office";"5,818";"3,409,455";"39";"2026 Jan 17 12:00:00 AM";"18+"
"2024-2025";"2025 Jul 05 12:00:00 AM";"2026 Jul 04 12:00:00 AM";"46";"2025";"27";"6";"Pharmacy";"29,313";"11,506,374";"29";"2026 Jan 17 12:00:00 AM";"60-74"
"2024-2025";"2025 Jun 28 12:00:00 AM";"2026 Jun 27 12:00:00 AM";"45";"2025";"26";"6";"Pharmacy";"9,363";"5,923,658";"29";"2026 Jan 17 12:00:00 AM";"50-64"
"2024-2025";"2025 Jul 05 12:00:00 AM";"2026 Jul 04 12:00:00 AM";"46";"2025";"27";"6";"Pharmacy";"10,027";"6,258,588";"29";"2026 Jan 17 12:00:00 AM";"18-49"
"2024-2025";"2025 Jun 28 12:00:00 AM";"2026 Jun 27 12:00:00 AM";"45";"2025";"26";"6";"Pharmacy";"21,582";"12,172,221";"29";"2026 Jan 17 12:00:00 AM";"18-64"
"2024-2025";"2025 Jul 05 12:00:00 AM";"2026 Jul 04 12:00:00 AM";"46";"2025";"27";"6";"Pharmacy";"49,645";"16,881,508";"29";"2026 Jan 17 12:00:00 AM";"65+"
"2024-2025";"2025 Jul 05 12:00:00 AM";"2026 Jul 04 12:00:00 AM";"46";"2025";"27";"6";"Pharmacy";"67,206";"29,071,290";"29";"2026 Jan 17 12:00:00 AM";"18+"
"2024-2025";"2025 Jun 28 12:00:00 AM";"2026 Jun 27 12:00:00 AM";"45";"2025";"26";"6";"Pharmacy";"40,339";"11,477,061";"29";"2026 Jan 17 12:00:00 AM";"60-74"
"2024-2025";"2025 Jun 28 12:00:00 AM";"2026 Jun 27 12:00:00 AM";"45";"2025";"26";"6";"Pharmacy";"34,917";"8,052,701";"29";"2026 Jan 17 12:00:00 AM";"75+"
"2024-2025";"2025 Jun 28 12:00:00 AM";"2026 Jun 27 12:00:00 AM";"45";"2025";"26";"6";"Pharmacy";"92,526";"29,004,084";"29";"2026 Jan 17 12:00:00 AM";"18+"
"2024-2025";"2025 Jul 05 12:00:00 AM";"2026 Jul 04 12:00:00 AM";"46";"2025";"27";"6";"Pharmacy";"23,785";"8,076,486";"29";"2026 Jan 17 12:00:00 AM";"75+"
"2024-2025";"2025 Jul 05 12:00:00 AM";"2026 Jul 04 12:00:00 AM";"46";"2025";"27";"6";"Pharmacy";"7,533";"5,931,191";"29";"2026 Jan 17 12:00:00 AM";"50-64"
"2024-2025";"2025 Jun 28 12:00:00 AM";"2026 Jun 27 12:00:00 AM";"45";"2025";"26";"6";"Pharmacy";"12,219";"6,248,561";"29";"2026 Jan 17 12:00:00 AM";"18-49"
"2024-2025";"2025 Jul 05 12:00:00 AM";"2026 Jul 04 12:00:00 AM";"46";"2025";"27";"6";"Pharmacy";"17,561";"12,189,782";"29";"2026 Jan 17 12:00:00 AM";"18-64"
"2024-2025";"2025 Jun 28 12:00:00 AM";"2026 Jun 27 12:00:00 AM";"45";"2025";"26";"6";"Pharmacy";"70,944";"16,831,863";"29";"2026 Jan 17 12:00:00 AM";"65+"
"2025-2026";"2026 Jan 03 12:00:00 AM";"2026 Jan 03 12:00:00 AM";"19";"2025";"53";"7";"Physician Medical Office";"16,990";"536,593";"310";"2026 Jan 17 12:00:00 AM";"18-49"
"2025-2026";"2026 Jan 03 12:00:00 AM";"2026 Jan 03 12:00:00 AM";"19";"2025";"53";"7";"Physician Medical Office";"11,720";"653,911";"310";"2026 Jan 17 12:00:00 AM";"60-74"
"2025-2026";"2026 Jan 03 12:00:00 AM";"2026 Jan 03 12:00:00 AM";"19";"2025";"53";"7";"Physician Medical Office";"13,786";"979,684";"310";"2026 Jan 17 12:00:00 AM";"65+"
"2025-2026";"2026 Jan 03 12:00:00 AM";"2026 Jan 03 12:00:00 AM";"19";"2025";"53";"7";"Physician Medical Office";"40,748";"1,943,425";"310";"2026 Jan 17 12:00:00 AM";"18+"
"2025-2026";"2026 Jan 03 12:00:00 AM";"2026 Jan 03 12:00:00 AM";"19";"2025";"53";"7";"Physician Medical Office";"26,961";"963,741";"310";"2026 Jan 17 12:00:00 AM";"18-64"
"2025-2026";"2026 Jan 03 12:00:00 AM";"2026 Jan 03 12:00:00 AM";"19";"2025";"53";"7";"Physician Medical Office";"9,971";"427,151";"310";"2026 Jan 17 12:00:00 AM";"50-64"
"2025-2026";"2026 Jan 03 12:00:00 AM";"2026 Jan 03 12:00:00 AM";"19";"2025";"53";"7";"Physician Medical Office";"6,218";"511,999";"310";"2026 Jan 17 12:00:00 AM";"75+"
"2025-2026";"2026 Jan 03 12:00:00 AM";"2026 Jan 03 12:00:00 AM";"19";"2025";"53";"6";"Pharmacy";"126,756";"11,273,100";"210";"2026 Jan 17 12:00:00 AM";"65+"
"2025-2026";"2026 Jan 03 12:00:00 AM";"2026 Jan 03 12:00:00 AM";"19";"2025";"53";"6";"Pharmacy";"268,835";"18,879,033";"210";"2026 Jan 17 12:00:00 AM";"18+"
"2025-2026";"2026 Jan 03 12:00:00 AM";"2026 Jan 03 12:00:00 AM";"19";"2025";"53";"6";"Pharmacy";"142,079";"7,605,934";"210";"2026 Jan 17 12:00:00 AM";"18-64"
"2025-2026";"2026 Jan 03 12:00:00 AM";"2026 Jan 03 12:00:00 AM";"19";"2025";"53";"6";"Pharmacy";"95,465";"7,335,888";"210";"2026 Jan 17 12:00:00 AM";"60-74"
"2025-2026";"2026 Jan 03 12:00:00 AM";"2026 Jan 03 12:00:00 AM";"19";"2025";"53";"6";"Pharmacy";"62,409";"3,577,006";"210";"2026 Jan 17 12:00:00 AM";"50-64"
"2025-2026";"2026 Jan 03 12:00:00 AM";"2026 Jan 03 12:00:00 AM";"19";"2025";"53";"6";"Pharmacy";"57,324";"5,564,849";"210";"2026 Jan 17 12:00:00 AM";"75+"
"2025-2026";"2026 Jan 03 12:00:00 AM";"2026 Jan 03 12:00:00 AM";"19";"2025";"53";"6";"Pharmacy";"79,671";"4,028,926";"210";"2026 Jan 17 12:00:00 AM";"18-49"
"2025-2026";"2026 Jan 10 12:00:00 AM";"2026 Jan 10 12:00:00 AM";"20";"2026";"1";"7";"Physician Medical Office";"23,247";"1,002,931";"310";"2026 Jan 17 12:00:00 AM";"65+"
"2025-2026";"2026 Jan 10 12:00:00 AM";"2026 Jan 10 12:00:00 AM";"20";"2026";"1";"7";"Physician Medical Office";"64,437";"2,007,862";"310";"2026 Jan 17 12:00:00 AM";"18+"
"2025-2026";"2026 Jan 10 12:00:00 AM";"2026 Jan 10 12:00:00 AM";"20";"2026";"1";"7";"Physician Medical Office";"41,190";"1,004,931";"310";"2026 Jan 17 12:00:00 AM";"18-64"
"2025-2026";"2026 Jan 10 12:00:00 AM";"2026 Jan 10 12:00:00 AM";"20";"2026";"1";"7";"Physician Medical Office";"17,410";"671,321";"310";"2026 Jan 17 12:00:00 AM";"60-74"
"2025-2026";"2026 Jan 10 12:00:00 AM";"2026 Jan 10 12:00:00 AM";"20";"2026";"1";"7";"Physician Medical Office";"11,578";"523,577";"310";"2026 Jan 17 12:00:00 AM";"75+"
"2025-2026";"2026 Jan 10 12:00:00 AM";"2026 Jan 10 12:00:00 AM";"20";"2026";"1";"7";"Physician Medical Office";"14,702";"441,853";"310";"2026 Jan 17 12:00:00 AM";"50-64"
